,etag,id,kind,snippet.categoryId,snippet.channelId,snippet.channelTitle,snippet.defaultAudioLanguage,snippet.description,snippet.liveBroadcastContent,snippet.localized.description,snippet.localized.title,snippet.publishedAt,snippet.tags,snippet.thumbnails.default.height,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.high.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.maxres.height,snippet.thumbnails.maxres.url,snippet.thumbnails.maxres.width,snippet.thumbnails.medium.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.standard.height,snippet.thumbnails.standard.url,snippet.thumbnails.standard.width,snippet.title,statistics.commentCount,statistics.dislikeCount,statistics.favoriteCount,statistics.likeCount,statistics.viewCount
0,"""I_8xdZu766_FSaexEaDXTIfEWc0/XI_hFZ5xnOAQbAgAtVcj_x32WwU""",T4Sm56rBewk,youtube#video,28,UCAxtVn4eS0WSE5jaKK6qlVA,mahalodotcom,,"Check out Bas Rutten's Liver Shot on MMA Surge: http://bit.ly/MMASurgeEp1
Follow us on TWITTER @trailerreviews!

Check out these other trailer reviews!

Captain America
http://www.youtube.com/watch?v=HiC1TjcZCyc

X-Men First Class
http://www.youtube.com/watch?v=pCw6kt38RD8

Green Lantern
http://www.youtube.com/watch?v=Bwj5jGQ9M74

Harry Potter and the Deathly Hallows Part 2
http://www.youtube.com/watch?v=ndJdCzjcGRY

Conan the Barbarian
http://www.youtube.com/watch?v=VA0wplkoijk

LIKE us on facebook!
http://www.facebook.com/MahaloPhotoshop

Check out the official Mahalo page for photoshop!
http://www.mahalo.com/photoshop/

You can see the rest of the 'Learn Adobe Photoshop: Introduction' here: http://www.youtube.com/view_play_list?p=70FB91B77569FFB3

Mahalo Make a Movie Poster Series: http://www.mahalo.com/photoshop-video-tutorial-how-to-make-a-movie-po...

Mahalo Promote Your Band with Photoshop: http://www.mahalo.com/photoshop-design-series-how-to-promote-your-band/

Mahalo Photoshop Intro Lessons: http://www.mahalo.com/learn-adobe-photoshop-introduction/

Or take a look at the course overview here: http://www.mahalo.com/learn-adobe-photoshop-introduction

Or check out these related Mahalo pages:

Learn Adobe Photoshop - Interface Overview: http://www.mahalo.com/learn-adobe-photoshop-interface-overview

Learn Adobe Photoshop - Edit Menu: http://www.mahalo.com/learn-adobe-photoshop-edit-menu

Learn Adobe Photoshop - Layer Menu: http://www.mahalo.com/learn-adobe-photoshop-layer-menu

Learn Adobe Photoshop - Filter Menu: http://www.mahalo.com/learn-adobe-photoshop-filter-menu

Learn Adobe Photoshop - Analysis Menu: http://www.mahalo.com/learn-adobe-photoshop-analysis-menu

Learn Adobe Photoshop - Window Menu: http://www.mahalo.com/learn-adobe-photoshop-window-menu

Learn Adobe Photoshop - Crop Tool: http://www.mahalo.com/learn-adobe-photoshop-crop-tool

Learn Adobe Photoshop - Eyedropper Tool: http://www.mahalo.com/learn-adobe-photoshop-eyedropper-tool

Learn Adobe Photoshop - Lasso Tool: http://www.mahalo.com/learn-adobe-photoshop-lasso-tool

Learn Adobe Photoshop - Slice Tool: http://www.mahalo.com/learn-adobe-photoshop-slice-tool

Learn Adobe Photoshop - Marquee Tool: http://www.mahalo.com/learn-adobe-photoshop-marquee-tool

Learn Adobe Photoshop - Mixer Brush Tool: http://www.mahalo.com/learn-adobe-photoshop-mixer-brush-tool

Or these Mahalo ""How-To"" Playlists:

How To Speak Russian: http://www.youtube.com/view_play_list?p=31098EC11EAF8623

Learn Biology: http://www.youtube.com/view_play_list?p=16EB9E5F60FAD9BD

Learn History: http://www.youtube.com/view_play_list?p=CB4397A88B2A5F98

How To Cook: http://www.youtube.com/view_play_list?p=7016D638D52E3652

How To Use iPhone 4: http://www.youtube.com/view_play_list?p=32C24F50A404FFC6

How To Make Drinks: http://www.youtube.com/view_play_list?p=87EED90408981564

How To Play Guitar Songs: http://www.youtube.com/view_play_list?p=BE077DEF7EB33D00

How To Play Piano Songs: http://www.youtube.com/view_play_list?p=64CB0D9415B2B27A

How To Use The Apple iPad: http://www.youtube.com/view_play_list?p=9E28334133AF817E

How To Get A Job: http://www.youtube.com/view_play_list?p=0717724A987EF8BF

How To Sell on eBay: http://www.youtube.com/view_play_list?p=E61486D225C8A4A5",none,"Check out Bas Rutten's Liver Shot on MMA Surge: http://bit.ly/MMASurgeEp1
Follow us on TWITTER @trailerreviews!

Check out these other trailer reviews!

Captain America
http://www.youtube.com/watch?v=HiC1TjcZCyc

X-Men First Class
http://www.youtube.com/watch?v=pCw6kt38RD8

Green Lantern
http://www.youtube.com/watch?v=Bwj5jGQ9M74

Harry Potter and the Deathly Hallows Part 2
http://www.youtube.com/watch?v=ndJdCzjcGRY

Conan the Barbarian
http://www.youtube.com/watch?v=VA0wplkoijk

LIKE us on facebook!
http://www.facebook.com/MahaloPhotoshop

Check out the official Mahalo page for photoshop!
http://www.mahalo.com/photoshop/

You can see the rest of the 'Learn Adobe Photoshop: Introduction' here: http://www.youtube.com/view_play_list?p=70FB91B77569FFB3

Mahalo Make a Movie Poster Series: http://www.mahalo.com/photoshop-video-tutorial-how-to-make-a-movie-po...

Mahalo Promote Your Band with Photoshop: http://www.mahalo.com/photoshop-design-series-how-to-promote-your-band/

Mahalo Photoshop Intro Lessons: http://www.mahalo.com/learn-adobe-photoshop-introduction/

Or take a look at the course overview here: http://www.mahalo.com/learn-adobe-photoshop-introduction

Or check out these related Mahalo pages:

Learn Adobe Photoshop - Interface Overview: http://www.mahalo.com/learn-adobe-photoshop-interface-overview

Learn Adobe Photoshop - Edit Menu: http://www.mahalo.com/learn-adobe-photoshop-edit-menu

Learn Adobe Photoshop - Layer Menu: http://www.mahalo.com/learn-adobe-photoshop-layer-menu

Learn Adobe Photoshop - Filter Menu: http://www.mahalo.com/learn-adobe-photoshop-filter-menu

Learn Adobe Photoshop - Analysis Menu: http://www.mahalo.com/learn-adobe-photoshop-analysis-menu

Learn Adobe Photoshop - Window Menu: http://www.mahalo.com/learn-adobe-photoshop-window-menu

Learn Adobe Photoshop - Crop Tool: http://www.mahalo.com/learn-adobe-photoshop-crop-tool

Learn Adobe Photoshop - Eyedropper Tool: http://www.mahalo.com/learn-adobe-photoshop-eyedropper-tool

Learn Adobe Photoshop - Lasso Tool: http://www.mahalo.com/learn-adobe-photoshop-lasso-tool

Learn Adobe Photoshop - Slice Tool: http://www.mahalo.com/learn-adobe-photoshop-slice-tool

Learn Adobe Photoshop - Marquee Tool: http://www.mahalo.com/learn-adobe-photoshop-marquee-tool

Learn Adobe Photoshop - Mixer Brush Tool: http://www.mahalo.com/learn-adobe-photoshop-mixer-brush-tool

Or these Mahalo ""How-To"" Playlists:

How To Speak Russian: http://www.youtube.com/view_play_list?p=31098EC11EAF8623

Learn Biology: http://www.youtube.com/view_play_list?p=16EB9E5F60FAD9BD

Learn History: http://www.youtube.com/view_play_list?p=CB4397A88B2A5F98

How To Cook: http://www.youtube.com/view_play_list?p=7016D638D52E3652

How To Use iPhone 4: http://www.youtube.com/view_play_list?p=32C24F50A404FFC6

How To Make Drinks: http://www.youtube.com/view_play_list?p=87EED90408981564

How To Play Guitar Songs: http://www.youtube.com/view_play_list?p=BE077DEF7EB33D00

How To Play Piano Songs: http://www.youtube.com/view_play_list?p=64CB0D9415B2B27A

How To Use The Apple iPad: http://www.youtube.com/view_play_list?p=9E28334133AF817E

How To Get A Job: http://www.youtube.com/view_play_list?p=0717724A987EF8BF

How To Sell on eBay: http://www.youtube.com/view_play_list?p=E61486D225C8A4A5",The Last Ride,2011-10-01T02:27:09.000Z,"[trailer, review, liam neeson, wolves, spaniard, french, foreign, independent, women, nude, religion, country, hank, williams]",90,https://i.ytimg.com/vi/T4Sm56rBewk/default.jpg,120,360,https://i.ytimg.com/vi/T4Sm56rBewk/hqdefault.jpg,480,720.0,https://i.ytimg.com/vi/T4Sm56rBewk/maxresdefault.jpg,1280.0,180,https://i.ytimg.com/vi/T4Sm56rBewk/mqdefault.jpg,320,480.0,https://i.ytimg.com/vi/T4Sm56rBewk/sddefault.jpg,640.0,The Last Ride,1,7,0,2,1099
0,"""I_8xdZu766_FSaexEaDXTIfEWc0/bF7FBC4C6tpTZgW7JqDwMgZ-4xI""",MKWZsuzy5s4,youtube#video,2,UCrvX_e7v90xw6ohpmMabuUw,siepetube,, ,none,,la storia del mio aprilia sr del 1994,2012-11-23T12:02:20.000Z,,90,https://i.ytimg.com/vi/MKWZsuzy5s4/default.jpg,120,360,https://i.ytimg.com/vi/MKWZsuzy5s4/hqdefault.jpg,480,720.0,https://i.ytimg.com/vi/MKWZsuzy5s4/maxresdefault.jpg,1280.0,180,https://i.ytimg.com/vi/MKWZsuzy5s4/mqdefault.jpg,320,480.0,https://i.ytimg.com/vi/MKWZsuzy5s4/sddefault.jpg,640.0,la storia del mio aprilia sr del 1994,3,0,0,44,9388
0,"""I_8xdZu766_FSaexEaDXTIfEWc0/u1UMqAFrQuQlDoBX0Ze852NwXhY""",gfDRmezMEkg,youtube#video,17,UCTFOkReO17UWWAAIOnKm_Lg,Oliver Wittfoht,,"2009 gingen die Lichter in der Scania-Arena aus, was Duisburger Profieishockey angeht. Die Mission DEL ist beendet, ausschließlich letzte Plätze waren das Resultat. Doch trotzdem erfreuen sich die Fans großer Beliebheit in ganz Deutschland. Gewalt, Ausschreitungen und Gastfeindlichkeit, wie von manchen Eishockey ""Ultra Crews"" praktiziert (schönen Gruß nach Iserlohn), liegen Ihnen fern. Ob Sieg oder Niederlage, sie tragen ihre Farben Schwarz und Rot mit Stolz.
Dieses Video ist den Fans gewidmet. Tragt die Erinnerung in euren Herzen, doch lebt nicht in der Vergangenheit. Schaut nach vorn und beschränkt euch auf das, was uns wirklich wichtig ist: Aufrichtiges, ehrliches Eishockey. Ganz egal, ob in der Regionalliga oder sonst wo.

 *** Die Lieder sind und bleiben Eigentum der Künstler (Die Toten Hosen, Planlos), bzw. deren Labels und Vertreter ! ! ! *** 

*** special thanks to Julie for giving me the inspiration ***",none,"2009 gingen die Lichter in der Scania-Arena aus, was Duisburger Profieishockey angeht. Die Mission DEL ist beendet, ausschließlich letzte Plätze waren das Resultat. Doch trotzdem erfreuen sich die Fans großer Beliebheit in ganz Deutschland. Gewalt, Ausschreitungen und Gastfeindlichkeit, wie von manchen Eishockey ""Ultra Crews"" praktiziert (schönen Gruß nach Iserlohn), liegen Ihnen fern. Ob Sieg oder Niederlage, sie tragen ihre Farben Schwarz und Rot mit Stolz.
Dieses Video ist den Fans gewidmet. Tragt die Erinnerung in euren Herzen, doch lebt nicht in der Vergangenheit. Schaut nach vorn und beschränkt euch auf das, was uns wirklich wichtig ist: Aufrichtiges, ehrliches Eishockey. Ganz egal, ob in der Regionalliga oder sonst wo.

 *** Die Lieder sind und bleiben Eigentum der Künstler (Die Toten Hosen, Planlos), bzw. deren Labels und Vertreter ! ! ! *** 

*** special thanks to Julie for giving me the inspiration ***",Für immer Fuchs,2009-07-17T21:43:20.000Z,"[Für, immer, Fuchs, EVD, EV, Duisburg, Eishockey, Calle, Johansson, Michael, Waginger, DEL, Deutsche, Liga, Leidenschaft, Kampf, schwarz, und, rot, Aufstieg, 2005, Straubing, Tigers, Mike, Bales, Regionalliga, NRW, Tradition, Füchse, Scania-Arena, Fritzmeier, Jäske, Kujala, Tegaev, McNevan]",90,https://i.ytimg.com/vi/gfDRmezMEkg/default.jpg,120,360,https://i.ytimg.com/vi/gfDRmezMEkg/hqdefault.jpg,480,,,,180,https://i.ytimg.com/vi/gfDRmezMEkg/mqdefault.jpg,320,,,,Für immer Fuchs,8,0,0,19,4375
0,"""I_8xdZu766_FSaexEaDXTIfEWc0/6nNxysc7P6gF--3Ufm375yqikZc""",zp7Sk5zfvFk,youtube#video,27,UCvBo_Wb53VcQ9XTszLCoMcg,mihirthedemon03,,hey this is a cool trick my friends.. Njoy..,none,hey this is a cool trick my friends.. Njoy..,The Vanishing Aces revealed (Tutorial),2010-02-28T16:55:00.000Z,"[DOUBLE, LIFT, magician, card trick, card tricks, andy field, andyfieldmagic, cool card trick, great card trick, teach me a card trick, card trick tutorials, how do i learn card tricks, where can i learn card tricks, beginners card trick, playing cards, mismag822, ericsurf6, ace tricks, simple card tricks, stop, reading, my, tags, nosey, mihir, dave, magic, easy, coins]",90,https://i.ytimg.com/vi/zp7Sk5zfvFk/default.jpg,120,360,https://i.ytimg.com/vi/zp7Sk5zfvFk/hqdefault.jpg,480,,,,180,https://i.ytimg.com/vi/zp7Sk5zfvFk/mqdefault.jpg,320,,,,The Vanishing Aces revealed (Tutorial),6,4,0,42,10376
0,"""I_8xdZu766_FSaexEaDXTIfEWc0/YOxWu3pJXu2kd7MIpwZTmu5CUuQ""",Iw_NIWbS-lE,youtube#video,20,UCl96cO1V3t-8ETVTcMz9gRQ,Old Channel,,"I had to use those songs. they were to cool and funny to not do so.

2011 A VID FROM SCRATCH PRODCUTIONS",none,"I had to use those songs. they were to cool and funny to not do so.

2011 A VID FROM SCRATCH PRODCUTIONS",Back In The Day Gaming : Nascar Thunder 2002,2011-08-25T04:23:14.000Z,"[back, day, racing, race, games, cars, 18diegodd, nascar, speedway, track, taking, horse, crash, yard, kart, cup, series, motor, driver, raceway, grid, stock, races, dirt, daytona, heat, lap, course, auto, indy, formula, gordon, park, motorsports, jeff, busch, circuit, cart, team, finish, crashes, feature, race driver, kyle, laps]",90,https://i.ytimg.com/vi/Iw_NIWbS-lE/default.jpg,120,360,https://i.ytimg.com/vi/Iw_NIWbS-lE/hqdefault.jpg,480,,,,180,https://i.ytimg.com/vi/Iw_NIWbS-lE/mqdefault.jpg,320,480.0,https://i.ytimg.com/vi/Iw_NIWbS-lE/sddefault.jpg,640.0,Back In The Day Gaming : Nascar Thunder 2002,8,1,0,11,3029
0,"""I_8xdZu766_FSaexEaDXTIfEWc0/fp_VfKT2DzdllkFU2J8sprNC3KM""",Xsom0yMbC-w,youtube#video,19,UCmkBi0bTEUYIPPlhVGjaPxw,ina inayou,,"２０１２年８月４日
一年ぶりに会った友達と行ってきました。
毎年行ってますが、今年はちょっと空いてましたね、なぜ？",none,"２０１２年８月４日
一年ぶりに会った友達と行ってきました。
毎年行ってますが、今年はちょっと空いてましたね、なぜ？",銀座松屋の鉄道模型ショウに行ってみた。,2012-08-05T05:58:02.000Z,"[鉄道模型, 松屋, 模型ショウ, 銀座]",90,https://i.ytimg.com/vi/Xsom0yMbC-w/default.jpg,120,360,https://i.ytimg.com/vi/Xsom0yMbC-w/hqdefault.jpg,480,,,,180,https://i.ytimg.com/vi/Xsom0yMbC-w/mqdefault.jpg,320,,,,銀座松屋の鉄道模型ショウに行ってみた。,0,0,0,2,1518
0,"""I_8xdZu766_FSaexEaDXTIfEWc0/XKos7N2oqVVUvRYRARtGpTcormc""",oF19qA9BypM,youtube#video,17,UCDef3luJbPCOpZqttJIZdOg,Shannon Jane,,Marquette High School,none,Marquette High School,Cheerleading State Champions 08,2008-11-20T00:34:25.000Z,"[cheer, state, champions, marquette, high, school, 2008, cheerleading, 1st, place]",90,https://i.ytimg.com/vi/oF19qA9BypM/default.jpg,120,360,https://i.ytimg.com/vi/oF19qA9BypM/hqdefault.jpg,480,,,,180,https://i.ytimg.com/vi/oF19qA9BypM/mqdefault.jpg,320,,,,Cheerleading State Champions 08,11,0,0,8,6801
0,"""I_8xdZu766_FSaexEaDXTIfEWc0/DWvdoyD5yioFRQOCS6ASnQvFXvk""",wF6ncPkd-YA,youtube#video,20,UCuSwRIKuKuJBUCCed5x-Anw,Genkidbz,,Episode 3 du jeu Dragon Ball Z Idainaru Dragon Ball Densetsu sur Playstation.,none,Episode 3 du jeu Dragon Ball Z Idainaru Dragon Ball Densetsu sur Playstation.,[Game-JP] Dragon Ball Z Idainaru DB Densetsu Episode 3 PS,2009-01-04T18:36:51.000Z,"[DBZ, Dragon, Ball, Dragonball, Gokû, Goku, Gokou, Playstation, Episode, Idainaru, Densetsu, Legende, Legend]",90,https://i.ytimg.com/vi/wF6ncPkd-YA/default.jpg,120,360,https://i.ytimg.com/vi/wF6ncPkd-YA/hqdefault.jpg,480,,,,180,https://i.ytimg.com/vi/wF6ncPkd-YA/mqdefault.jpg,320,,,,[Game-JP] Dragon Ball Z Idainaru DB Densetsu Episode 3 PS,3,2,0,26,18737
0,"""I_8xdZu766_FSaexEaDXTIfEWc0/1gJSEqBRyXqlZ3XbbeSKrC7yo0s""",q13hUZuug8E,youtube#video,1,UCnAn28A6eaTyBrXjgkyHLrA,Clara.io / Exocortex,,"SlipstreamVX for Softimage is a proprietary real-time smoke simulator developed for Softimages ICE system by Exocortex Technologies in collaboration with Thiago Costa and Grant Kot.  Beta testing has already started with an expected release in the first half of 2010.

For licensing information, please see:  http://www.exocortex.com/simulation/slipstreamvx.aspx",none,"SlipstreamVX for Softimage is a proprietary real-time smoke simulator developed for Softimages ICE system by Exocortex Technologies in collaboration with Thiago Costa and Grant Kot.  Beta testing has already started with an expected release in the first half of 2010.

For licensing information, please see:  http://www.exocortex.com/simulation/slipstreamvx.aspx",Fast Smoke and Fire Simulation by Exocortex,2010-03-26T00:13:44.000Z,"[exocortex, slipstream, gas, smoke, fluid, simulation, softimage, fire, real-time, slipstreamvx]",90,https://i.ytimg.com/vi/q13hUZuug8E/default.jpg,120,360,https://i.ytimg.com/vi/q13hUZuug8E/hqdefault.jpg,480,,,,180,https://i.ytimg.com/vi/q13hUZuug8E/mqdefault.jpg,320,,,,Fast Smoke and Fire Simulation by Exocortex,8,1,0,32,6553
0,"""I_8xdZu766_FSaexEaDXTIfEWc0/XUGEyYxcUEU333NC-poStq6cNuo""",kqm_fNmX620,youtube#video,29,UCgxkonHKn9ebgV0ANIrIe9g,BdSJ1951TV,,"Ihr seht hier den Rückblick auf den ersten Tag der BJT 2012 in Daun (Eifel) in der Diözese Trier. Hauptsächlich seht ihr hierbei den Auftritt der Band TOOLTIME, aber auch die Eröffnungsrede durch den BJM und den Bürgermeister der Stadt Daun.

Web:
BdSJ: http://www.bdsj.de
BdSJ bei Facebook: http://www.facebook.com/BdSJ.Bund
BJT 2011: http://www.BJT2012.de/

Gefilmt mit: JVC HD Everio GZ-HM400
Geschnitten mit: Pinnacle Studio V14
Gefilmt von: Dennis Schmitt (BdSJ TV)
Bearbeitet von: Dennis Schmitt (BdSJ TV)",none,"Ihr seht hier den Rückblick auf den ersten Tag der BJT 2012 in Daun (Eifel) in der Diözese Trier. Hauptsächlich seht ihr hierbei den Auftritt der Band TOOLTIME, aber auch die Eröffnungsrede durch den BJM und den Bürgermeister der Stadt Daun.

Web:
BdSJ: http://www.bdsj.de
BdSJ bei Facebook: http://www.facebook.com/BdSJ.Bund
BJT 2011: http://www.BJT2012.de/

Gefilmt mit: JVC HD Everio GZ-HM400
Geschnitten mit: Pinnacle Studio V14
Gefilmt von: Dennis Schmitt (BdSJ TV)
Bearbeitet von: Dennis Schmitt (BdSJ TV)",Bundes BdSJ: Tooltime / Die BJT 2012 in Daun / Tag 1,2012-10-05T22:58:24.000Z,"[Trier, Daun, BJZ, Bundesjungschützentage, Diözese, BdSJ, Sebastianus, Jugend, Band, Live, Mario, Schäfer, BJM, BJT, 2012, 05.10.2012]",90,https://i.ytimg.com/vi/kqm_fNmX620/default.jpg,120,360,https://i.ytimg.com/vi/kqm_fNmX620/hqdefault.jpg,480,,,,180,https://i.ytimg.com/vi/kqm_fNmX620/mqdefault.jpg,320,480.0,https://i.ytimg.com/vi/kqm_fNmX620/sddefault.jpg,640.0,Bundes BdSJ: Tooltime / Die BJT 2012 in Daun / Tag 1,0,0,0,6,1259
0,"""I_8xdZu766_FSaexEaDXTIfEWc0/7ENxP6ZFH6mPsrYzxku9vdoWn_4""",Q9gEh0GV5nw,youtube#video,22,UCh-It-mB7-hP1sv-1E_n5gg,Patrick Neville,,Do my herb scissors live up to the hype? Yes or no?,none,Do my herb scissors live up to the hype? Yes or no?,My awesome herb scissors,2014-09-07T18:31:06.000Z,,90,https://i.ytimg.com/vi/Q9gEh0GV5nw/default.jpg,120,360,https://i.ytimg.com/vi/Q9gEh0GV5nw/hqdefault.jpg,480,720.0,https://i.ytimg.com/vi/Q9gEh0GV5nw/maxresdefault.jpg,1280.0,180,https://i.ytimg.com/vi/Q9gEh0GV5nw/mqdefault.jpg,320,480.0,https://i.ytimg.com/vi/Q9gEh0GV5nw/sddefault.jpg,640.0,My awesome herb scissors,2,2,0,8,3771
0,"""I_8xdZu766_FSaexEaDXTIfEWc0/nDvCQBDoKTfos9_F8NcH5kazEKU""",6qzVqys0I-s,youtube#video,10,UCm06B2asFD8lNyqbQBAODTQ,Cathy Fink Marcy Marxer,,"Cathy Fink & Marcy Marxer with Barbara Lamb are joined by Kota Kinabalu's local band, Kinabalu Merdu, who play instruments they have made of bamboo.Sayang Kinabalu is a traditional song. Concert sponsored by American Music Abroad, the U.S. Embassy and SPArKS. Jan. 2013",none,"Cathy Fink & Marcy Marxer with Barbara Lamb are joined by Kota Kinabalu's local band, Kinabalu Merdu, who play instruments they have made of bamboo.Sayang Kinabalu is a traditional song. Concert sponsored by American Music Abroad, the U.S. Embassy and SPArKS. Jan. 2013",Sayang Kinabalu- Fink/Marxer/Lamb with Bamboo Band,2013-01-12T14:13:37.000Z,"[Sayang, Kinabalu]",90,https://i.ytimg.com/vi/6qzVqys0I-s/default.jpg,120,360,https://i.ytimg.com/vi/6qzVqys0I-s/hqdefault.jpg,480,,,,180,https://i.ytimg.com/vi/6qzVqys0I-s/mqdefault.jpg,320,480.0,https://i.ytimg.com/vi/6qzVqys0I-s/sddefault.jpg,640.0,Sayang Kinabalu- Fink/Marxer/Lamb with Bamboo Band,3,0,0,32,5297
0,"""I_8xdZu766_FSaexEaDXTIfEWc0/EmNB5G00d_eoR2rISfleEGy_28w""",VybUd11l4bo,youtube#video,44,UCCwsfu-kNQf-5iDEVd7P5RA,SC VOD Spain,,"El niño con el pijama de rayas (en idioma inglés y versión original: The Boy in the Striped Pyjamas, o The Boy in the Striped Pajamas en Estados Unidos) es una película dramática dirigida por Mark Herman y cuyo argumento está basado en la novela homónima de John Boyne.1 En la película se muestran bastantes cambios como por ejemplo el final de ésta, que recrea el holocausto, durante la Segunda Guerra Mundial.",none,"El niño con el pijama de rayas (en idioma inglés y versión original: The Boy in the Striped Pyjamas, o The Boy in the Striped Pajamas en Estados Unidos) es una película dramática dirigida por Mark Herman y cuyo argumento está basado en la novela homónima de John Boyne.1 En la película se muestran bastantes cambios como por ejemplo el final de ésta, que recrea el holocausto, durante la Segunda Guerra Mundial.",El niño con el pijama de rayas - Trailer,2014-01-31T10:52:58.000Z,"[StudioCanal_VOD, SCVODSpain, Drama, Asa Butterfield, Zac Mattoon O'Brien, Domonkos Németh, Mark Herman]",90,https://i.ytimg.com/vi/VybUd11l4bo/default.jpg,120,360,https://i.ytimg.com/vi/VybUd11l4bo/hqdefault.jpg,480,720.0,https://i.ytimg.com/vi/VybUd11l4bo/maxresdefault.jpg,1280.0,180,https://i.ytimg.com/vi/VybUd11l4bo/mqdefault.jpg,320,480.0,https://i.ytimg.com/vi/VybUd11l4bo/sddefault.jpg,640.0,El niño con el pijama de rayas - Trailer,,0,0,18,30300
0,"""I_8xdZu766_FSaexEaDXTIfEWc0/cnu6mW_qXuLuzMmdjJHl0pd6iCk""",7ADW1RoYrmM,youtube#video,22,UCBK1es_hLvyI_KnmTDu82QA,Polly Bleinroth,,"Olá amoresss... Aprenda a fazer hoje, luminária de barbante :) 
Redes Sociais:
Face: https://www.facebook.com/pages/Polly-...
Instagram: https://instagram.com/pollybleinroth/
Twitter: https://twitter.com/",none,"Olá amoresss... Aprenda a fazer hoje, luminária de barbante :) 
Redes Sociais:
Face: https://www.facebook.com/pages/Polly-...
Instagram: https://instagram.com/pollybleinroth/
Twitter: https://twitter.com/",DIY: Luminária de Barbante | Aprenda a fazer,2015-07-12T12:09:10.000Z,"[Do It Yourself (Hobby), Home Improvement (Interest), como fazer, faça você, faça você mesmo, luzes, haga tu mismo, como hacer, how to make, como fazer luminária de barbante, luminária de barbante, luminária, Artesanato, Artes, Decoração, Faça você mesmo, Passo a Passo, Barbante, Craft, Art, Decor, DIY, lamp, Twine, luminaria, lampshade, yarn, Luminária]",90,https://i.ytimg.com/vi/7ADW1RoYrmM/default.jpg,120,360,https://i.ytimg.com/vi/7ADW1RoYrmM/hqdefault.jpg,480,720.0,https://i.ytimg.com/vi/7ADW1RoYrmM/maxresdefault.jpg,1280.0,180,https://i.ytimg.com/vi/7ADW1RoYrmM/mqdefault.jpg,320,480.0,https://i.ytimg.com/vi/7ADW1RoYrmM/sddefault.jpg,640.0,DIY: Luminária de Barbante | Aprenda a fazer,39,63,0,538,51861
